column,column_nat,column_type,table_list,table_cnt,type,sample_list
qc_scell_idx5_pdsch_phy_throughput_lte,LTE QUALCOMMSCell PDSCH PHY Throughput,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.15114, 0.77481, 0.91334]"
qc_scell_idx5_pdsch_phy_throughput_lte,LTE QUALCOMMSCell PDSCH PHY Throughput Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.864, 0.871, 0.932]"
qc_scell_idx5_pdsch_phy_throughput_scell_act_lte,LTE QUALCOMMSCell PDSCH PHY Throughput ,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2446838, 0.3390339, 0.4335179]"
qc_scell_idx5_pdsch_phy_throughput_scell_act_lte,LTE QUALCOMMSCell PDSCH PHY Throughput  Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.238162, 0.625225, 0.97903]"
qc_scell_idx5_pdsch_rbler_5gnr,5GNR QualcommSCell5 PDSCH RBLER,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.25329679, 0.53716049, 0.66556617]"
qc_scell_idx5_pdsch_rbler_5gnr,5GNR QualcommSCell5 PDSCH RBLER ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.47832, 0.62752, 0.73921]"
qc_scell_idx5_pdsch_throughput_5gnr,5GNR QualcommSCell5 PDSCH Throughput,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.01904, 0.11367, 0.72907]"
qc_scell_idx5_pdsch_throughput_5gnr,5GNR QualcommSCell5 PDSCH Throughput Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.2, 0.3, 0.8]"
qc_scell_idx5_pmi_i_1_1_5gnr,5GNR QualcommSCell5 PMI i,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0, 6, 6]"
qc_scell_idx5_pmi_i_1_2_5gnr,5GNR QualcommSCell5 PMI i,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[7, 8, 8]"
qc_scell_idx5_pmi_i_1_3_5gnr,5GNR QualcommSCell5 PMI i,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0, 7, 9]"
qc_scell_idx5_pmi_i_2_5gnr,5GNR QualcommSCell5 PMI i,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[5, 5, 9]"
qc_scell_idx5_prach_power_5gnr,5GNR QualcommSCell5 PRACH Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.05008, 0.57777, 0.58034]"
qc_scell_idx5_prach_power_5gnr,5GNR QualcommSCell5 PRACH Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.481, 0.542, 0.952]"
qc_scell_idx5_prach_tx_power_lte,LTE QUALCOMMSCell PRACH Tx Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.01436, 0.71713, 0.80437]"
qc_scell_idx5_prach_tx_power_lte,LTE QUALCOMMSCell PRACH Tx Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.7, 0.9, 1.0]"
qc_scell_idx5_pucch_dl_pathloss_5gnr,5GNR QualcommSCell5 PUCCH DL Pathloss,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0179, 0.1531, 0.7159]"
qc_scell_idx5_pucch_dl_pathloss_5gnr,5GNR QualcommSCell5 PUCCH DL Pathloss dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.3, 0.3, 0.3]"
qc_scell_idx5_pucch_power_5gnr,5GNR QualcommSCell5 PUCCH Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.12974, 0.22086, 0.69535]"
qc_scell_idx5_pucch_power_5gnr,5GNR QualcommSCell5 PUCCH Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.31765742, 0.54432244, 0.84474253]"
qc_scell_idx5_pusch_bler_5gnr,5GNR QualcommSCell5 PUSCH BLER,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.398784, 0.434186, 0.90097]"
qc_scell_idx5_pusch_bler_5gnr,5GNR QualcommSCell5 PUSCH BLER ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0541, 0.0559, 0.5099]"
qc_scell_idx5_pusch_bler_at_call_result_lte,LTE QUALCOMMSCell PUSCH BLER at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.041, 0.2354, 0.338]"
qc_scell_idx5_pusch_bler_at_call_result_lte,LTE QUALCOMMSCell PUSCH BLER at Call Result Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.71, 0.805, 0.89]"
qc_scell_idx5_pusch_bler_lte,LTE QUALCOMMSCell PUSCH BLER,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0573216, 0.0745558, 0.8125153]"
qc_scell_idx5_pusch_bler_lte,LTE QUALCOMMSCell PUSCH BLER Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.479, 0.534, 0.651]"
qc_scell_idx5_pusch_dl_pathloss_5gnr,5GNR QualcommSCell5 PUSCH DL Pathloss,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.4380513, 0.6887479, 0.9573243]"
qc_scell_idx5_pusch_dl_pathloss_5gnr,5GNR QualcommSCell5 PUSCH DL Pathloss dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0617184, 0.8885251, 0.9491036]"
qc_scell_idx5_pusch_phy_throughput_lte,LTE QUALCOMMSCell PUSCH PHY Throughput,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.45, 0.61, 0.88]"
qc_scell_idx5_pusch_phy_throughput_lte,LTE QUALCOMMSCell PUSCH PHY Throughput Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.14380167, 0.4637911, 0.47820846]"
qc_scell_idx5_pusch_power_5gnr,5GNR QualcommSCell5 PUSCH Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1895, 0.7015, 0.7978]"
qc_scell_idx5_pusch_power_5gnr,5GNR QualcommSCell5 PUSCH Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.5368, 0.5498, 0.8146]"
qc_scell_idx5_pusch_throughput_5gnr,5GNR QualcommSCell5 PUSCH Throughput,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.3248769, 0.3962304, 0.6708137]"
qc_scell_idx5_pusch_throughput_5gnr,5GNR QualcommSCell5 PUSCH Throughput Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0, 0.2, 0.8]"
qc_scell_idx5_pusch_tx_power_lte,LTE QUALCOMMSCell PUSCH Tx Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2658, 0.3322, 0.6402]"
qc_scell_idx5_pusch_tx_power_lte,LTE QUALCOMMSCell PUSCH Tx Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0742, 0.2956, 0.5724]"
qc_scell_idx5_rank_index_avg_lte,LTE QUALCOMMSCell Rank Index ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.34, 0.52, 0.87]"
qc_scell_idx5_rank_index_lte,LTE QUALCOMMSCell Rank Index,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[4, 6, 8]"
qc_scell_idx5_ri1_rate_lte,LTE QUALCOMMSCell RI1 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.21205957, 0.44198544, 0.50086512]"
qc_scell_idx5_ri1_rate_lte,LTE QUALCOMMSCell RI1 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.068, 0.343, 0.771]"
qc_scell_idx5_ri2_rate_lte,LTE QUALCOMMSCell RI2 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.11, 0.27, 0.67]"
qc_scell_idx5_ri2_rate_lte,LTE QUALCOMMSCell RI2 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.36, 0.44, 0.86]"
qc_scell_idx5_ri3_rate_lte,LTE QUALCOMMSCell RI3 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.069, 0.307, 0.416]"
qc_scell_idx5_ri3_rate_lte,LTE QUALCOMMSCell RI3 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.5, 0.6, 1.0]"
qc_scell_idx5_ri4_rate_lte,LTE QUALCOMMSCell RI4 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.00228515, 0.50096962, 0.69843124]"
qc_scell_idx5_ri4_rate_lte,LTE QUALCOMMSCell RI4 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.151254, 0.369063, 0.6182906]"
qc_scell_idx5_ri_avg_5gnr,5GNR QualcommSCell5 RI Avg,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.1325, 0.8242, 0.9474]"
qc_scell_idx5_ri_mode_5gnr,5GNR QualcommSCell5 RI Mode,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[4, 5, 8]"
qc_scell_idx5_ri_rate_ri1_rate_5gnr,5GNR QualcommSCell5 RI1 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.3276715, 0.3442853, 0.8228853]"
qc_scell_idx5_ri_rate_ri1_rate_5gnr,5GNR QualcommSCell5 RI1 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.452535, 0.473845, 0.552724]"
qc_scell_idx5_ri_rate_ri2_rate_5gnr,5GNR QualcommSCell5 RI2 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2188102, 0.6127935, 0.6224493]"
qc_scell_idx5_ri_rate_ri2_rate_5gnr,5GNR QualcommSCell5 RI2 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.3266, 0.5363, 0.6217]"
qc_scell_idx5_ri_rate_ri3_rate_5gnr,5GNR QualcommSCell5 RI3 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2586308, 0.281746, 0.7936631]"
qc_scell_idx5_ri_rate_ri3_rate_5gnr,5GNR QualcommSCell5 RI3 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0, 0.1, 0.7]"
qc_scell_idx5_ri_rate_ri4_rate_5gnr,5GNR QualcommSCell5 RI4 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.438053, 0.7586599, 0.9055875]"
qc_scell_idx5_ri_rate_ri4_rate_5gnr,5GNR QualcommSCell5 RI4 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.2309, 0.2794, 0.6186]"
qc_scell_idx5_rx_antenna_number_avg_5gnr,5GNR QualcommSCell5 Rx Antenna Number Avg,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.45225, 0.628353, 0.941768]"
qc_scell_idx5_rx_antenna_number_mode_5gnr,5GNR QualcommSCell5 Rx Antenna Number Mode,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[4, 5, 7]"
qc_scell_idx5_rx_beam_id_0_at_call_result_5gnr,5GNR QualcommSCell5 Rx Beam ID 0 at Call Result,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[3, 3, 7]"
qc_scell_idx5_rx_beam_id_1_at_call_result_5gnr,5GNR QualcommSCell5 Rx Beam ID 1 at Call Result,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[1, 2, 4]"
qc_scell_idx5_scell_activation_rate_lte,LTE QUALCOMMSCell SCell Activation Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.066, 0.217, 0.727]"
qc_scell_idx5_scell_activation_rate_lte,LTE QUALCOMMSCell SCell Activation Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.2, 0.3, 0.9]"
qc_scell_idx5_second_best_neighbor_rsrp_lte,LTE QUALCOMMSCell Second Best Neighbor RSRP,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.514241, 0.595779, 0.942854]"
qc_scell_idx5_second_best_neighbor_rsrp_lte,LTE QUALCOMMSCell Second Best Neighbor RSRP dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.3516294, 0.4430398, 0.6585102]"
qc_scell_idx5_serving_band_lte,LTE QUALCOMMSCell Serving Band,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['Ykaomzs1', 'uuLK9ETC56rb', 'mwKV94xbG8vi']"
qc_scell_idx5_serving_cell_frequency_lte,LTE QUALCOMMSCell Serving Cell Frequency,string,"['pscall_xcap', 'pscall_xcap_traffic']",2,string,"['fs46mG21Q', '0e3s5WZf9B9U', 'LhkpKc5qz0f']"
qc_scell_idx5_serving_cell_frequency_lte,LTE QUALCOMMSCell Serving Cell Frequency MHz,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,string,"['s2dkX6Wr2', 'rD421crakYpe', 'cH3rDqe3PM']"
qc_scell_idx5_serving_cell_rsrp_at_call_result_lte,LTE QUALCOMMSCell Serving Cell RSRP at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.6, 0.6, 0.9]"
qc_scell_idx5_serving_cell_rsrp_at_call_result_lte,LTE QUALCOMMSCell Serving Cell RSRP at Call Result dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.058, 0.482, 0.973]"
qc_scell_idx5_serving_cell_rsrp_lte,LTE QUALCOMMSCell Serving Cell RSRP,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2422969, 0.4387681, 0.9907137]"
qc_scell_idx5_serving_cell_rsrp_lte,LTE QUALCOMMSCell Serving Cell RSRP dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0978449, 0.6544044, 0.955853]"
qc_scell_idx5_serving_cell_rsrq_at_call_result_lte,LTE QUALCOMMSCell Serving Cell RSRQ at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.34111416, 0.60221856, 0.92897724]"
qc_scell_idx5_serving_cell_rsrq_at_call_result_lte,LTE QUALCOMMSCell Serving Cell RSRQ at Call Result dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.00028899, 0.67643951, 0.9334113]"
qc_scell_idx5_serving_cell_rsrq_lte,LTE QUALCOMMSCell Serving Cell RSRQ,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.095064, 0.302448, 0.470773]"
qc_scell_idx5_serving_cell_rsrq_lte,LTE QUALCOMMSCell Serving Cell RSRQ dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.069717, 0.131194, 0.605134]"
qc_scell_idx5_serving_cell_rssi_at_call_result_lte,LTE QUALCOMMSCell Serving Cell RSSI at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.38021, 0.6227, 0.78779]"
qc_scell_idx5_serving_cell_rssi_at_call_result_lte,LTE QUALCOMMSCell Serving Cell RSSI at Call Result dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.133, 0.408, 0.643]"
qc_scell_idx5_serving_cell_rssi_lte,LTE QUALCOMMSCell Serving Cell RSSI,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.22089, 0.59391, 0.74313]"
qc_scell_idx5_serving_cell_rssi_lte,LTE QUALCOMMSCell Serving Cell RSSI dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.2, 0.3, 1.0]"
qc_scell_idx5_serving_cell_sinr0_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR0 at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0, 0.3, 0.4]"
qc_scell_idx5_serving_cell_sinr0_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR0 at Call Result dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.29123169, 0.34065744, 0.49297444]"
qc_scell_idx5_serving_cell_sinr0_lte,LTE QUALCOMMSCell Serving Cell SINR0,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0715802, 0.1548245, 0.9018691]"
qc_scell_idx5_serving_cell_sinr0_lte,LTE QUALCOMMSCell Serving Cell SINR0 dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.504313, 0.598974, 0.929968]"
qc_scell_idx5_serving_cell_sinr1_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR1 at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2402326, 0.7681549, 0.7864595]"
qc_scell_idx5_serving_cell_sinr1_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR1 at Call Result dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.25, 0.46, 0.59]"
qc_scell_idx5_serving_cell_sinr1_lte,LTE QUALCOMMSCell Serving Cell SINR1,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.35469839, 0.36522139, 0.62317274]"
qc_scell_idx5_serving_cell_sinr1_lte,LTE QUALCOMMSCell Serving Cell SINR1 dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.23815, 0.53743, 0.82013]"
qc_scell_idx5_serving_cell_sinr2_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR2 at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.565376, 0.699917, 0.8048408]"
qc_scell_idx5_serving_cell_sinr2_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR2 at Call Result dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.5, 0.5, 0.7]"
qc_scell_idx5_serving_cell_sinr2_lte,LTE QUALCOMMSCell Serving Cell SINR2,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1074, 0.5635, 0.6903]"
qc_scell_idx5_serving_cell_sinr2_lte,LTE QUALCOMMSCell Serving Cell SINR2 dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.07, 0.118, 0.139]"
qc_scell_idx5_serving_cell_sinr3_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR3 at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1481712, 0.1604746, 0.9945648]"
qc_scell_idx5_serving_cell_sinr3_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR3 at Call Result dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.36279196, 0.4504073, 0.80750293]"
qc_scell_idx5_serving_cell_sinr3_lte,LTE QUALCOMMSCell Serving Cell SINR3,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.236, 0.319, 0.844]"
qc_scell_idx5_serving_cell_sinr3_lte,LTE QUALCOMMSCell Serving Cell SINR3 dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.45, 0.55, 0.91]"
qc_scell_idx5_serving_cell_sinr_max_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR at Call Result,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.8182161, 0.872501, 0.904811]"
qc_scell_idx5_serving_cell_sinr_max_at_call_result_lte,LTE QUALCOMMSCell Serving Cell SINR at Call Result dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.36304, 0.37762, 0.94462]"
qc_scell_idx5_serving_cell_sinr_max_lte,LTE QUALCOMMSCell Serving Cell SINR,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.079, 0.084, 0.848]"
qc_scell_idx5_serving_cell_sinr_max_lte,LTE QUALCOMMSCell Serving Cell SINR dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.20439, 0.27124, 0.9453]"
qc_scell_idx5_serving_dmrs_snr_5gnr,5GNR QualcommSCell5 Serving DMRS SNR,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0419, 0.4229, 0.9099]"
qc_scell_idx5_serving_dmrs_snr_5gnr,5GNR QualcommSCell5 Serving DMRS SNR dB,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.049, 0.931, 0.971]"
qc_scell_idx5_serving_pci_at_call_result_lte,LTE QUALCOMMSCell Serving PCI at Call Result,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0, 3, 5]"
qc_scell_idx5_serving_pci_change_cnt_call_time_lte,LTE QUALCOMMSCell Serving PCI Change Cnt,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[2, 3, 7]"
qc_scell_idx5_serving_pci_change_cnt_traffic_time_lte,LTE QUALCOMMSCell Serving PCI Change Cnt,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[1, 1, 2]"
qc_scell_idx5_serving_pci_lte,LTE QUALCOMMSCell Serving PCI,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['t19x6iLbN3', 'sRCFb6Jep', 'AYhYHLmJ']"
qc_scell_idx5_spatial_rank1_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank1 Rate ,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.019, 0.08, 0.659]"
qc_scell_idx5_spatial_rank1_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank1 Rate  ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.169554, 0.245646, 0.823176]"
qc_scell_idx5_spatial_rank2_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank2 Rate ,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2, 0.7, 0.8]"
qc_scell_idx5_spatial_rank2_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank2 Rate  ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.4070224, 0.8963717, 0.9209183]"
qc_scell_idx5_spatial_rank3_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank3 Rate ,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.29412, 0.46955, 0.97277]"
qc_scell_idx5_spatial_rank3_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank3 Rate  ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.506, 0.536, 0.887]"
qc_scell_idx5_spatial_rank4_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank4 Rate ,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.01233687, 0.67258082, 0.88647559]"
qc_scell_idx5_spatial_rank4_rate_pdsch_demod_lte,LTE QUALCOMMSCell Spatial Rank4 Rate  ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.068, 0.204, 0.316]"
qc_scell_idx5_srs_power_5gnr,5GNR QualcommSCell5 SRS Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1874725, 0.5594165, 0.6745434]"
qc_scell_idx5_srs_power_5gnr,5GNR QualcommSCell5 SRS Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.2677276, 0.2691183, 0.5124821]"
qc_scell_idx5_srs_tx_power_lte,LTE QUALCOMMSCell SRS Tx Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.4, 0.96, 0.99]"
qc_scell_idx5_srs_tx_power_lte,LTE QUALCOMMSCell SRS Tx Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.038, 0.479, 0.556]"
qc_scell_idx5_ssb_idx_5gnr,5GNR QualcommSCell5 SSB Idx,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[1, 6, 9]"
qc_scell_idx5_ssb_idx_at_call_result_5gnr,5GNR QualcommSCell5 SSB Idx at Call Result,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[5, 8, 8]"
qc_scell_idx5_ssrsrp_5gnr,5GNR QualcommSCell5 SSRSRP,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.192042, 0.467057, 0.724545]"
qc_scell_idx5_ssrsrp_5gnr,5GNR QualcommSCell5 SSRSRP dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.1, 0.6, 0.6]"
qc_scell_idx5_ssrsrp_for_top_set_beam_level_ssrsrp_top1_5gnr,5GNR QualcommSCell5 SSRSRP Top1,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.11252025, 0.68200984, 0.76573515]"
qc_scell_idx5_ssrsrp_for_top_set_beam_level_ssrsrp_top1_5gnr,5GNR QualcommSCell5 SSRSRP Top1 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.1225, 0.3184, 0.4609]"
qc_scell_idx5_ssrsrp_for_top_set_beam_level_ssrsrp_top2_5gnr,5GNR QualcommSCell5 SSRSRP Top2,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.486455, 0.510325, 0.545789]"
qc_scell_idx5_ssrsrp_for_top_set_beam_level_ssrsrp_top2_5gnr,5GNR QualcommSCell5 SSRSRP Top2 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.212376, 0.573851, 0.807028]"
qc_scell_idx5_ssrsrp_for_top_set_beam_level_ssrsrp_top3_5gnr,5GNR QualcommSCell5 SSRSRP Top3,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.039249, 0.373965, 0.447866]"
